"time","db","freq"
" 18:23:04",16.65,93500000
" 18:23:04",15.81,94000000
" 18:23:04",14.28,94500000
" 18:23:04",16.36,95000000
" 18:23:04",16.36,95500000
" 18:23:04",11.05,96000000
" 18:23:04",12.77,96500000
" 18:23:04",11.98,97000000
" 18:23:04",11.98,97500000
" 18:23:04",14.92,98000000
" 18:23:04",11.86,98500000
" 18:23:04",17.93,99000000
" 18:23:04",17.93,99500000
" 18:23:04",9.96,100000000
" 18:23:04",11.15,100500000
" 18:23:04",11.65,101000000
" 18:23:04",11.65,101500000
" 18:23:04",19.76,102000000
" 18:23:04",16.81,102500000
" 18:23:04",22.34,103000000
" 18:23:04",22.34,103500000
" 18:23:04",10.66,104000000
" 18:23:04",12.43,104500000
" 18:23:04",12.19,105000000
" 18:23:04",12.19,105500000
" 18:23:04",15.38,106000000
" 18:23:04",18.01,106500000
" 18:23:04",16.1,107000000
" 18:23:04",16.1,107500000
" 18:23:04",13.94,108000000
" 18:23:04",13.64,108500000
" 18:23:04",12.71,109000000
" 18:23:04",12.71,109500000
" 18:23:04",10.72,110000000
" 18:23:04",13.12,110500000
" 18:23:04",13.07,111000000
" 18:23:04",13.07,111500000
" 18:23:04",11.65,112000000
" 18:23:04",13.72,112500000
" 18:23:04",13.83,113000000
" 18:23:04",13.83,113500000
" 18:23:04",12.3,114000000
" 18:23:04",12.94,114500000
" 18:23:04",14.58,115000000
" 18:23:04",14.58,115500000
" 18:23:04",11.12,116000000
" 18:23:04",13.1,116500000
" 18:23:04",12.24,117000000
" 18:23:04",12.24,117500000
" 18:23:04",13.45,118000000
" 18:23:04",11.8,118500000
" 18:23:04",12.01,119000000
" 18:23:04",12.01,119500000
" 18:23:04",13.48,120000000
" 18:23:04",11.52,120500000
" 18:23:04",12.14,121000000
" 18:23:04",12.14,121500000
" 18:23:04",11.09,122000000
" 18:23:04",11.96,122500000
" 18:23:04",13.32,123000000
" 18:23:04",13.32,123500000
" 18:23:04",11.01,124000000
" 18:23:04",13.15,124500000
" 18:23:04",12.26,125000000
" 18:23:04",12.26,125500000
" 18:23:04",9.98,126000000
" 18:23:04",12.14,126500000
" 18:23:04",12.25,127000000
" 18:23:04",12.25,127500000
" 18:23:04",10.46,128000000
" 18:23:04",11.82,128500000
" 18:23:04",12.57,129000000
" 18:23:04",12.57,129500000
" 18:23:04",12.98,130000000
" 18:23:04",13,130500000
" 18:23:04",14.29,131000000
" 18:23:04",14.29,131500000
" 18:23:04",13.77,132000000
" 18:23:04",14.4,132500000
" 18:23:04",14.78,133000000
" 18:23:04",14.78,133500000
" 18:23:04",14.17,134000000
" 18:23:04",15.59,134500000
" 18:23:04",15.91,135000000
" 18:23:04",15.91,135500000
" 18:23:04",15.04,136000000
" 18:23:04",16.42,136500000
" 18:23:04",16.06,137000000
" 18:23:04",16.06,137500000
" 18:23:04",14.05,138000000
" 18:23:04",16.22,138500000
" 18:23:04",15.43,139000000
" 18:23:04",15.43,139500000
" 18:23:04",13.07,140000000
" 18:23:04",14.86,140500000
" 18:23:04",15.05,141000000
" 18:23:04",15.05,141500000
" 18:23:04",12.47,142000000
" 18:23:04",13.92,142500000
" 18:23:04",14.68,143000000
" 18:23:04",14.68,143500000
" 18:23:04",13.05,144000000
" 18:23:04",14.05,144500000
" 18:23:04",15.18,145000000
" 18:23:04",15.18,145500000
" 18:23:04",14.31,146000000
" 18:23:04",15.45,146500000
" 18:23:04",15.82,147000000
" 18:23:04",15.82,147500000
" 18:23:04",15.6,148000000
" 18:23:04",20.64,148500000
" 18:23:04",15.71,149000000
" 18:23:04",15.71,149500000
" 18:23:04",15.1,150000000
" 18:23:04",15.73,150500000
" 18:23:04",15.43,151000000
" 18:23:04",15.43,151500000
" 18:23:04",15.35,152000000
" 18:23:04",18.73,152500000
" 18:23:04",16.68,153000000
" 18:23:04",16.68,153500000
" 18:23:04",16.27,154000000
" 18:23:04",16.59,154500000
" 18:23:04",15.72,155000000
" 18:23:04",15.72,155500000
" 18:23:04",15.8,156000000
" 18:23:04",15.69,156500000
" 18:23:04",14.71,157000000
" 18:23:04",14.71,157500000
" 18:23:04",13.54,158000000
" 18:23:04",14.93,158500000
" 18:23:04",15.18,159000000
" 18:23:04",15.18,159500000
" 18:23:04",13.61,160000000
" 18:23:04",15.04,160500000
" 18:23:04",14.69,161000000
" 18:23:04",14.69,161500000
" 18:23:04",12.17,162000000
" 18:23:04",15.16,162500000
" 18:23:04",12.94,163000000
" 18:23:04",12.94,163500000
" 18:23:04",11.85,164000000
" 18:23:04",14.06,164500000
" 18:23:04",13.71,165000000
" 18:23:04",13.71,165500000
" 18:23:04",16.8,166000000
" 18:23:04",15.35,166500000
" 18:23:04",14.02,167000000
" 18:23:04",14.02,167500000
" 18:23:04",16.77,168000000
" 18:23:04",13.24,168500000
" 18:23:04",12.84,169000000
" 18:23:04",12.84,169500000
" 18:23:04",11.32,170000000
" 18:23:04",12.97,170500000
" 18:23:04",13.76,171000000
" 18:23:04",13.76,171500000
" 18:23:04",12.29,172000000
" 18:23:04",14.1,172500000
" 18:23:04",14.98,173000000
" 18:23:04",14.98,173500000
" 18:23:04",14.98,174000000
" 18:23:04",14.88,174500000
" 18:23:04",15.76,175000000
" 18:23:04",15.76,175500000
" 18:23:04",14.82,176000000
" 18:23:04",15.63,176500000
" 18:23:04",13.42,177000000
" 18:23:04",13.42,177500000
" 18:23:04",12.85,178000000
" 18:23:04",13.98,178500000
" 18:23:04",12.6,179000000
" 18:23:04",12.6,179500000
" 18:23:04",12.72,180000000
" 18:23:04",13.08,180500000
" 18:23:04",13.13,181000000
" 18:23:04",13.13,181500000
" 18:23:04",13.07,182000000
" 18:23:04",13.35,182500000
" 18:23:04",14.93,183000000
" 18:23:04",14.93,183500000
" 18:23:04",13.76,184000000
" 18:23:04",15.49,184500000
" 18:23:04",13.95,185000000
" 18:23:04",13.95,185500000
" 18:23:04",10.84,186000000
" 18:23:04",14.98,186500000
" 18:23:04",14.24,187000000
" 18:23:04",14.24,187500000
" 18:23:04",10.97,188000000
" 18:23:04",11.55,188500000
" 18:23:04",12.93,189000000
" 18:23:04",12.93,189500000
" 18:23:04",13.26,190000000
" 18:23:04",11.52,190500000
" 18:23:04",12.7,191000000
" 18:23:04",12.7,191500000
" 18:23:04",14.05,192000000
" 18:23:04",13.23,192500000
" 18:23:04",12.82,193000000
" 18:23:04",12.82,193500000
" 18:23:04",11.36,194000000
" 18:23:04",13.15,194500000
" 18:23:04",12.8,195000000
" 18:23:04",12.8,195500000
" 18:23:04",12.38,196000000
" 18:23:04",14.31,196500000
" 18:23:04",13.99,197000000
" 18:23:04",13.99,197500000
" 18:23:04",18.39,198000000
" 18:23:04",14.01,198500000
" 18:23:04",12.99,199000000
" 18:23:04",12.99,199500000
" 18:23:04",18.24,200000000
" 18:23:04",12.7,200500000
" 18:23:04",12.17,201000000
" 18:23:04",12.17,201500000
" 18:23:04",14.26,202000000
" 18:23:04",14.62,202500000
" 18:23:04",15.7,203000000
" 18:23:04",15.7,203500000
" 18:23:04",15.8,204000000
" 18:23:04",15.4,204500000
" 18:23:04",18.49,205000000
" 18:23:04",18.49,205500000
" 18:23:04",15.01,206000000
" 18:23:04",15.69,206500000
" 18:23:04",16.54,207000000
" 18:23:04",16.54,207500000
" 18:23:04",13.62,208000000
" 18:23:04",15.51,208500000
" 18:23:04",14.66,209000000
" 18:23:04",14.66,209500000
" 18:23:04",11.45,210000000
" 18:23:04",12.34,210500000
" 18:23:04",12.31,211000000
" 18:23:04",12.31,211500000
" 18:23:04",13.75,212000000
" 18:23:04",14.1,212500000
" 18:23:04",13.07,213000000
" 18:23:04",13.07,213500000
" 18:23:04",18.08,214000000
" 18:23:04",16.24,214500000
" 18:23:04",12.79,215000000
" 18:23:04",12.79,215500000
" 18:23:04",18.9,216000000
" 18:23:04",13.68,216500000
" 18:23:04",12.56,217000000
" 18:23:04",12.56,217500000
" 18:23:04",12.86,218000000
" 18:23:04",14.6,218500000
" 18:23:04",15.34,219000000
" 18:23:04",15.34,219500000
" 18:23:04",13.18,220000000
" 18:23:04",14.44,220500000
" 18:23:04",16.19,221000000
" 18:23:04",16.19,221500000
" 18:23:04",10.99,222000000
" 18:23:04",13.07,222500000
" 18:23:04",15.06,223000000
" 18:23:04",15.06,223500000
" 18:23:04",10.82,224000000
" 18:23:04",12.35,224500000
" 18:23:04",12.96,225000000
" 18:23:04",12.96,225500000
" 18:23:04",16.99,226000000
" 18:23:04",11.47,226500000
" 18:23:04",11.97,227000000
" 18:23:04",11.97,227500000
" 18:23:04",17.39,228000000
" 18:23:04",10.95,228500000
" 18:23:04",10.6,229000000
" 18:23:04",10.6,229500000
" 18:23:04",13.07,230000000
" 18:23:04",16.39,230500000
" 18:23:04",12.11,231000000
" 18:23:04",12.11,231500000
" 18:23:04",11.47,232000000
" 18:23:04",16.33,232500000
" 18:23:04",14.03,233000000
" 18:23:04",14.03,233500000
" 18:23:04",12,234000000
" 18:23:04",11.8,234500000
" 18:23:04",13.98,235000000
" 18:23:04",13.98,235500000
" 18:23:04",12.49,236000000
" 18:23:04",13.58,236500000
" 18:23:04",12.33,237000000
" 18:23:04",12.33,237500000
" 18:23:04",14.75,238000000
" 18:23:04",12.94,238500000
" 18:23:04",13.16,239000000
" 18:23:04",13.16,239500000
" 18:23:04",15.73,240000000
" 18:23:04",12.36,240500000
" 18:23:04",15.64,241000000
" 18:23:04",15.64,241500000
" 18:23:04",13.9,242000000
" 18:23:04",13.15,242500000
" 18:23:04",15.35,243000000
" 18:23:04",15.35,243500000
" 18:23:04",10.17,244000000
" 18:23:04",11.96,244500000
" 18:23:04",10.45,245000000
" 18:23:04",10.45,245500000
" 18:23:04",11.22,246000000
" 18:23:04",11.09,246500000
" 18:23:04",10.23,247000000
" 18:23:04",10.23,247500000
" 18:23:04",17.2,248000000
" 18:23:04",10.17,248500000
" 18:23:04",10.03,249000000
" 18:23:04",10.03,249500000
" 18:23:04",19.84,250000000
" 18:23:04",10.83,250500000
" 18:23:04",9.77,251000000
" 18:23:04",9.77,251500000
" 18:23:04",20.88,252000000
" 18:23:04",10.57,252500000
" 18:23:04",9.26,253000000
" 18:23:04",9.26,253500000
" 18:23:04",11.54,254000000
" 18:23:04",13.35,254500000
" 18:23:04",13.3,255000000
" 18:23:04",13.3,255500000
" 18:23:04",11.83,256000000
" 18:23:04",13.36,256500000
" 18:23:04",14.19,257000000
" 18:23:04",14.19,257500000
" 18:23:04",11.8,258000000
" 18:23:04",12.76,258500000
" 18:23:04",13.63,259000000
" 18:23:04",13.63,259500000
" 18:23:04",11.15,260000000
" 18:23:04",12.28,260500000
" 18:23:04",12.83,261000000
" 18:23:04",12.83,261500000
" 18:23:04",16.3,262000000
" 18:23:04",12.6,262500000
" 18:23:04",12.5,263000000
" 18:23:04",12.5,263500000
" 18:23:04",17.42,264000000
" 18:23:04",12.18,264500000
" 18:23:04",11.54,265000000
" 18:23:04",11.54,265500000
" 18:23:04",10.76,266000000
" 18:23:04",13.04,266500000
" 18:23:04",11.86,267000000
" 18:23:04",11.86,267500000
" 18:23:04",9.69,268000000
" 18:23:04",12.03,268500000
" 18:23:04",11.1,269000000
" 18:23:04",11.1,269500000
" 18:23:04",6.15,270000000
" 18:23:04",7.71,270500000
" 18:23:04",8.15,271000000
" 18:23:04",8.15,271500000
" 18:23:04",7.09,272000000
" 18:23:04",8.68,272500000
" 18:23:04",9.36,273000000
" 18:23:04",9.36,273500000
" 18:23:04",19.51,274000000
" 18:23:04",8.78,274500000
" 18:23:04",9.48,275000000
" 18:23:04",9.48,275500000
" 18:23:04",20.93,276000000
" 18:23:04",9.52,276500000
" 18:23:04",8.48,277000000
" 18:23:04",8.48,277500000
" 18:23:04",10.02,278000000
" 18:23:04",11.5,278500000
" 18:23:04",11.36,279000000
" 18:23:04",11.36,279500000
" 18:23:04",9.89,280000000
" 18:23:04",11.56,280500000
" 18:23:04",11.46,281000000
" 18:23:04",11.46,281500000
" 18:23:04",10,282000000
" 18:23:04",11.66,282500000
" 18:23:04",11.28,283000000
" 18:23:04",11.28,283500000
" 18:23:04",10.33,284000000
" 18:23:04",12.72,284500000
" 18:23:04",11.65,285000000
" 18:23:04",11.65,285500000
" 18:23:04",13.3,286000000
" 18:23:04",12.75,286500000
" 18:23:04",11.75,287000000
" 18:23:04",11.75,287500000
" 18:23:04",13.89,288000000
" 18:23:04",11.99,288500000
" 18:23:04",11.9,289000000
" 18:23:04",11.9,289500000
" 18:23:04",10.08,290000000
" 18:23:04",12.1,290500000
" 18:23:04",12.04,291000000
" 18:23:04",12.04,291500000
" 18:23:04",10.12,292000000
" 18:23:04",11.5,292500000
" 18:23:04",12.68,293000000
" 18:23:04",12.68,293500000
" 18:23:04",4.33,294000000
" 18:23:04",4.99,294500000
" 18:23:04",5.96,295000000
" 18:23:04",5.96,295500000
" 18:23:04",4.15,296000000
" 18:23:04",5.84,296500000
" 18:23:04",5.75,297000000
" 18:23:04",5.75,297500000
" 18:23:04",20.2,298000000
" 18:23:04",5.06,298500000
" 18:23:04",5.3,299000000
" 18:23:04",5.3,299500000
" 18:23:04",21.67,300000000
" 18:23:04",5.14,300500000
" 18:23:04",4.47,301000000
" 18:23:04",4.47,301500000
" 18:23:04",17.69,302000000
" 18:23:04",13.79,302500000
" 18:23:04",15.13,303000000
" 18:23:04",15.13,303500000
" 18:23:04",11.12,304000000
" 18:23:04",13.76,304500000
" 18:23:04",12.52,305000000
" 18:23:04",12.52,305500000
" 18:23:04",9.65,306000000
" 18:23:04",11.76,306500000
" 18:23:04",11.67,307000000
" 18:23:04",11.67,307500000
" 18:23:04",9.8,308000000
" 18:23:04",11.33,308500000
" 18:23:04",11.94,309000000
" 18:23:04",11.94,309500000
" 18:23:04",16.69,310000000
" 18:23:04",11.29,310500000
" 18:23:04",12.45,311000000
" 18:23:04",12.45,311500000
" 18:23:04",17.91,312000000
" 18:23:04",11.46,312500000
" 18:23:04",12.34,313000000
" 18:23:04",12.34,313500000
" 18:23:04",11.62,314000000
" 18:23:04",12.95,314500000
" 18:23:04",13.17,315000000
" 18:23:04",13.17,315500000
" 18:23:04",12.05,316000000
" 18:23:04",13.97,316500000
" 18:23:04",13.47,317000000
" 18:23:04",13.47,317500000
" 18:23:04",4.75,318000000
" 18:23:04",5.87,318500000
" 18:23:04",6.04,319000000
" 18:23:04",6.04,319500000
" 18:23:04",4.46,320000000
" 18:23:04",6.08,320500000
" 18:23:04",5.67,321000000
" 18:23:04",5.67,321500000
" 18:23:04",20.21,322000000
" 18:23:04",6.88,322500000
" 18:23:04",6.72,323000000
" 18:23:04",6.72,323500000
" 18:23:04",21.76,324000000
" 18:23:04",6.49,324500000
" 18:23:04",6,325000000
" 18:23:04",6,325500000
" 18:23:04",12.78,326000000
" 18:23:04",14.27,326500000
" 18:23:04",14.93,327000000
" 18:23:04",14.93,327500000
" 18:23:04",12.85,328000000
" 18:23:04",14.61,328500000
" 18:23:04",14.71,329000000
" 18:23:04",14.71,329500000
" 18:23:04",10.53,330000000
" 18:23:04",12.18,330500000
" 18:23:04",12.26,331000000
" 18:23:04",12.26,331500000
" 18:23:04",10.5,332000000
" 18:23:04",12.5,332500000
" 18:23:04",12.24,333000000
" 18:23:04",12.24,333500000
" 18:23:04",17.67,334000000
" 18:23:04",11.78,334500000
" 18:23:04",11.4,335000000
" 18:23:04",11.4,335500000
" 18:23:04",19.25,336000000
" 18:23:04",10.9,336500000
" 18:23:04",10.9,337000000
" 18:23:04",10.9,337500000
" 18:23:04",11.31,338000000
" 18:23:04",13.28,338500000
" 18:23:04",13.1,339000000
" 18:23:04",13.1,339500000
" 18:23:04",11.29,340000000
" 18:23:04",12.92,340500000
" 18:23:04",12.97,341000000
" 18:23:04",12.97,341500000
" 18:23:04",7.28,342000000
" 18:23:04",9.18,342500000
" 18:23:04",8.93,343000000
" 18:23:04",8.93,343500000
" 18:23:04",6.96,344000000
" 18:23:04",8.71,344500000
" 18:23:04",8.76,345000000
" 18:23:04",8.76,345500000
" 18:23:04",18.61,346000000
" 18:23:04",8.67,346500000
" 18:23:04",8.85,347000000
" 18:23:04",8.85,347500000
" 18:23:04",20.29,348000000
" 18:23:04",8.68,348500000
" 18:23:04",8.59,349000000
" 18:23:04",8.59,349500000
" 18:23:04",10.56,350000000
" 18:23:04",12.06,350500000
" 18:23:04",11.8,351000000
" 18:23:04",11.8,351500000
" 18:23:04",9.33,352000000
" 18:23:04",11.1,352500000
" 18:23:04",11.41,353000000
" 18:23:04",11.41,353500000
" 18:23:04",7.62,354000000
" 18:23:04",9.2,354500000
" 18:23:04",9.41,355000000
" 18:23:04",9.41,355500000
" 18:23:04",7.51,356000000
" 18:23:04",9.55,356500000
" 18:23:04",8.94,357000000
" 18:23:04",8.94,357500000
" 18:23:04",16.74,358000000
" 18:23:04",9.06,358500000
" 18:23:04",8.53,359000000
" 18:23:04",8.53,359500000
" 18:23:04",18.31,360000000
" 18:23:04",8.08,360500000
" 18:23:04",8.17,361000000
" 18:23:04",8.17,361500000
" 18:23:04",7.24,362000000
" 18:23:04",8.51,362500000
" 18:23:04",8.99,363000000
" 18:23:04",8.99,363500000
" 18:23:04",7.6,364000000
" 18:23:04",13.71,364500000
" 18:23:04",8.74,365000000
" 18:23:04",8.74,365500000
" 18:23:04",3.3,366000000
" 18:23:04",5.32,366500000
" 18:23:04",4.92,367000000
" 18:23:04",4.92,367500000
" 18:23:04",3.5,368000000
" 18:23:04",5.2,368500000
" 18:23:04",5.34,369000000
" 18:23:04",5.34,369500000
" 18:23:04",18.49,370000000
" 18:23:04",5.43,370500000
" 18:23:04",5.82,371000000
" 18:23:04",5.82,371500000
" 18:23:04",20.33,372000000
" 18:23:04",5.58,372500000
" 18:23:04",4.9,373000000
" 18:23:04",4.9,373500000
" 18:23:04",6.17,374000000
" 18:23:04",9.16,374500000
" 18:23:04",7.85,375000000
" 18:23:04",7.85,375500000
" 18:23:04",6.12,376000000
" 18:23:04",7.75,376500000
" 18:23:04",8.33,377000000
" 18:23:04",8.33,377500000
" 18:23:04",2.62,378000000
" 18:23:04",3.76,378500000
" 18:23:04",4.2,379000000
" 18:23:04",4.2,379500000
" 18:23:04",2.85,380000000
" 18:23:04",4.71,380500000
" 18:23:04",4.17,381000000
" 18:23:04",4.17,381500000
" 18:23:04",19.24,382000000
" 18:23:04",5.26,382500000
" 18:23:04",4.7,383000000
" 18:23:04",4.7,383500000
" 18:23:04",21.05,384000000
" 18:23:04",3.95,384500000
" 18:23:04",4.16,385000000
" 18:23:04",4.16,385500000
" 18:23:04",6.98,386000000
" 18:23:04",8.36,386500000
" 18:23:04",9.42,387000000
" 18:23:04",9.42,387500000
" 18:23:04",7.06,388000000
" 18:23:04",9.24,388500000
" 18:23:04",8.61,389000000
" 18:23:04",8.61,389500000
" 18:23:04",4.4,390000000
" 18:23:04",0.95,390500000
" 18:23:04",0.55,391000000
" 18:23:04",0.55,391500000
" 18:23:04",-1.24,392000000
" 18:23:04",0.03,392500000
" 18:23:04",-0.29,393000000
" 18:23:04",-0.29,393500000
" 18:23:04",20.3,394000000
" 18:23:04",1.48,394500000
" 18:23:04",1.43,395000000
" 18:23:04",1.43,395500000
" 18:23:04",22.23,396000000
" 18:23:04",3.41,396500000
" 18:23:04",2.25,397000000
" 18:23:04",2.25,397500000
" 18:23:04",9.9,398000000
" 18:23:04",10.04,398500000
" 18:23:04",11.8,399000000
" 18:23:04",11.8,399500000
" 18:23:04",10.33,400000000
" 18:23:04",10.9,400500000
" 18:23:04",10.94,401000000
" 18:23:04",10.94,401500000
" 18:23:04",4.67,402000000
" 18:23:04",5.9,402500000
" 18:23:04",7.12,403000000
" 18:23:04",7.12,403500000
" 18:23:04",3.86,404000000
" 18:23:04",5.2,404500000
" 18:23:04",5.22,405000000
" 18:23:04",5.22,405500000
" 18:23:04",19.57,406000000
" 18:23:04",6.26,406500000
" 18:23:04",7.01,407000000
" 18:23:04",7.01,407500000
" 18:23:04",21.6,408000000
" 18:23:04",6.52,408500000
" 18:23:04",4.75,409000000
" 18:23:04",4.75,409500000
" 18:23:04",8.3,410000000
" 18:23:04",11.54,410500000
" 18:23:04",10.57,411000000
" 18:23:04",10.57,411500000
" 18:23:04",7.23,412000000
" 18:23:04",9.05,412500000
" 18:23:04",9.56,413000000
" 18:23:04",9.56,413500000
" 18:23:04",2.85,414000000
" 18:23:04",3.62,414500000
" 18:23:04",5.38,415000000
" 18:23:04",5.38,415500000
" 18:23:04",3.03,416000000
" 18:23:04",4.21,416500000
" 18:23:04",5.56,417000000
" 18:23:04",5.56,417500000
" 18:23:04",19.5,418000000
" 18:23:04",3.91,418500000
" 18:23:04",3.77,419000000
" 18:23:04",3.77,419500000
" 18:23:04",21.46,420000000
" 18:23:04",3.17,420500000
" 18:23:04",2.98,421000000
" 18:23:04",2.98,421500000
" 18:23:04",7.7,422000000
" 18:23:04",8.27,422500000
" 18:23:04",9.38,423000000
" 18:23:04",9.38,423500000
" 18:23:04",8.56,424000000
" 18:23:04",10.48,424500000
" 18:23:04",12.95,425000000
" 18:23:04",12.95,425500000
" 18:23:04",0.39,426000000
" 18:23:04",-0.19,426500000
" 18:23:04",-0.04,427000000
" 18:23:04",-0.04,427500000
" 18:23:04",-2.27,428000000
" 18:23:04",-1.39,428500000
" 18:23:04",-1.68,429000000
" 18:23:04",-1.68,429500000
" 18:23:04",20.05,430000000
" 18:23:04",0.52,430500000
" 18:23:04",0.9,431000000
" 18:23:04",0.9,431500000
" 18:23:04",22.16,432000000
" 18:23:04",2.21,432500000
" 18:23:04",0.92,433000000
" 18:23:04",0.92,433500000
" 18:23:04",5.52,434000000
" 18:23:04",7.91,434500000
" 18:23:04",7.62,435000000
" 18:23:04",7.62,435500000
" 18:23:04",5.55,436000000
" 18:23:04",6.58,436500000
" 18:23:04",7.55,437000000
" 18:23:04",7.55,437500000
" 18:23:04",3.46,438000000
" 18:23:04",4.49,438500000
" 18:23:04",4.23,439000000
" 18:23:04",4.23,439500000
" 18:23:04",2.43,440000000
" 18:23:04",4.25,440500000
" 18:23:04",4.33,441000000
" 18:23:04",4.33,441500000
" 18:23:04",14.64,442000000
" 18:23:04",7.91,442500000
" 18:23:04",4.95,443000000
" 18:23:04",4.95,443500000
" 18:23:04",17.44,444000000
" 18:23:04",14.48,444500000
" 18:23:04",23.5,445000000
" 18:23:04",23.5,445500000
" 18:23:04",6.9,446000000
" 18:23:04",11.35,446500000
" 18:23:04",5.98,447000000
" 18:23:04",5.98,447500000
" 18:23:04",4.35,448000000
" 18:23:04",5.1,448500000
" 18:23:04",4.53,449000000
" 18:23:04",4.53,449500000
" 18:23:04",3.11,450000000
" 18:23:04",3.26,450500000
" 18:23:04",7.57,451000000
" 18:23:04",7.57,451500000
" 18:23:04",5.34,452000000
" 18:23:04",6.3,452500000
" 18:23:04",4.44,453000000
" 18:23:04",4.44,453500000
" 18:23:04",16.71,454000000
" 18:23:04",4.84,454500000
" 18:23:04",3.72,455000000
" 18:23:04",3.72,455500000
" 18:23:04",18.91,456000000
" 18:23:04",4.07,456500000
" 18:23:04",5.55,457000000
" 18:23:04",5.55,457500000
" 18:23:04",6.52,458000000
" 18:23:04",7.75,458500000
" 18:23:04",7.92,459000000
" 18:23:04",7.92,459500000
" 18:23:04",7.06,460000000
" 18:23:04",9.75,460500000
